,user_id,screen_name,created_time,id_created_time,followers_count,friends_count,text,lang
380,1671601962,nftnanisya,Mon Jul 22 06:29:36 +0000 2019,Wed Aug 14 23:04:36 +0000 2013,420,193,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
382,890605794,shafiq_sharbi,Mon Jul 22 06:29:07 +0000 2019,Fri Oct 19 09:12:47 +0000 2012,523,441,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
383,1031456469441495040,_IFEDOLAPO_,Mon Jul 22 06:29:05 +0000 2019,Mon Aug 20 08:22:40 +0000 2018,24510,9936,"RT @opydoc_: Dressing good and looking dope even while you are struggling is not a ""fake life""   It is better than having a Benz online and…",en
384,410675870,marnazhan,Mon Jul 22 06:29:01 +0000 2019,Sat Nov 12 12:19:35 +0000 2011,1196,100,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
385,1002121982756847616,AidaFaaaaa,Mon Jul 22 06:28:47 +0000 2019,Thu May 31 09:37:54 +0000 2018,238,215,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
386,706946977,NurNasriq_,Mon Jul 22 06:28:18 +0000 2019,Fri Jul 20 11:05:44 +0000 2012,662,240,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
388,747785219848159232,SpeedDemon250,Mon Jul 22 06:28:11 +0000 2019,Tue Jun 28 13:34:24 +0000 2016,4440,733,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Say Hello To The Latest Super Wagon From Mercedes-Benz

https://t.co/fmWLkHpUcg

Visit https://…",en
389,980497716122812421,nrlesyshhz,Mon Jul 22 06:28:09 +0000 2019,Sun Apr 01 17:30:47 +0000 2018,110,79,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
393,245829751,aifaamazlan,Mon Jul 22 06:27:46 +0000 2019,Tue Feb 01 15:23:20 +0000 2011,707,1168,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
395,759438210,doyCYRUS,Mon Jul 22 06:27:39 +0000 2019,Wed Aug 15 14:08:22 +0000 2012,278,421,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
396,247671041,syamieranis,Mon Jul 22 06:27:37 +0000 2019,Sat Feb 05 09:15:33 +0000 2011,1248,822,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
397,1867137674,MairaIdrs,Mon Jul 22 06:27:29 +0000 2019,Sun Sep 15 10:02:52 +0000 2013,791,477,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
398,3118895045,mrsolujones,Mon Jul 22 06:27:24 +0000 2019,Thu Mar 26 14:52:16 +0000 2015,11033,10990,"RT @opydoc_: Dressing good and looking dope even while you are struggling is not a ""fake life""   It is better than having a Benz online and…",en
399,487604852,IzzhF,Mon Jul 22 06:27:22 +0000 2019,Thu Feb 09 15:01:06 +0000 2012,720,717,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
400,765471276,acuchuaa,Mon Jul 22 06:27:13 +0000 2019,Sat Aug 18 10:29:47 +0000 2012,410,514,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
401,1419597794,IAmSnackzMusic,Mon Jul 22 06:27:09 +0000 2019,Sat May 11 02:40:00 +0000 2013,395,381,Matte burgundy the benz truck . . . . .,en
402,17536850,whatcar,Mon Jul 22 06:27:03 +0000 2019,Fri Nov 21 14:20:10 +0000 2008,57698,557,Does the latest luxury SUV from #Mercedes have what it takes to surpass the brilliant #AudiQ7 and #LandRover Discov… https://t.co/rre0Z3UcJp,en
404,304136205,LukumanuIddrisu,Mon Jul 22 06:26:59 +0000 2019,Tue May 24 00:34:59 +0000 2011,16168,10235,"RT @opydoc_: Dressing good and looking dope even while you are struggling is not a ""fake life""   It is better than having a Benz online and…",en
405,1600589839,imnotifirfy_,Mon Jul 22 06:26:44 +0000 2019,Wed Jul 17 09:47:14 +0000 2013,373,421,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
406,2472420186,irinaazmann,Mon Jul 22 06:26:40 +0000 2019,Thu May 01 12:25:13 +0000 2014,172,281,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
407,98612221,zuhairizainol,Mon Jul 22 06:26:28 +0000 2019,Tue Dec 22 11:22:27 +0000 2009,473,256,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
408,980432255259734017,SteveSpeedZA,Mon Jul 22 06:26:16 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: Latest #SteveSpeedZA Blog Updates

Liberty Walk Shows Off Latest Widebody Kit For The Lamborghini Huracan
https://t.co/63…",en
409,980432255259734017,SteveSpeedZA,Mon Jul 22 06:26:14 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Say Hello To The Latest Super Wagon From Mercedes-Benz

https://t.co/fmWLkHpUcg

Visit https://…",en
410,980432255259734017,SteveSpeedZA,Mon Jul 22 06:26:12 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Say Hello To The Latest Super Wagon From Mercedes-Benz

https://t.co/fmWLkH8iNG

@FAFBulldog @F…",en
411,980432255259734017,SteveSpeedZA,Mon Jul 22 06:26:10 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Say Hello To The Latest Super Wagon From Mercedes-Benz

https://t.co/fmWLkHpUcg

@fredericksagl…",en
412,980432255259734017,SteveSpeedZA,Mon Jul 22 06:26:08 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Say Hello To The Latest Super Wagon From Mercedes-Benz

https://t.co/fmWLkHpUcg

Visit https://…",en
413,2515492643,ismailee4228,Mon Jul 22 06:26:06 +0000 2019,Mon Apr 28 20:46:05 +0000 2014,852,3512,"RT @BrianJDennis: Abuja Big Boy Summary. 

1. White kaftan
2. Business plan
3. Oud perfume
4. Mercedes benz
5. Currently pursuing a contrac…",en
414,951612396,ssyyhhrrhh,Mon Jul 22 06:26:02 +0000 2019,Fri Nov 16 12:43:42 +0000 2012,7104,156,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
415,2348318946,Syahmihanafiah_,Mon Jul 22 06:25:42 +0000 2019,Mon Feb 17 11:15:38 +0000 2014,325,463,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
416,726427961608425472,amrhmadeli,Mon Jul 22 06:25:37 +0000 2019,Sat Apr 30 15:08:17 +0000 2016,76,90,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
417,1595293502,andersonelson1,Mon Jul 22 06:25:35 +0000 2019,Mon Jul 15 07:58:06 +0000 2013,127,290,"RT @KingAnJelo: @andersonelson1 @SerieTV46 Its not an ""if you are in Rome thing""😂😂 even m.i and olamide hv their songs on these platforms(t…",en
418,96050620,dee_zaque,Mon Jul 22 06:25:34 +0000 2019,Fri Dec 11 03:48:46 +0000 2009,267,211,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
419,417022246,nrladlina__,Mon Jul 22 06:25:32 +0000 2019,Sun Nov 20 12:28:13 +0000 2011,1668,846,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
420,1057260132625604609,sopeyauu,Mon Jul 22 06:25:27 +0000 2019,Tue Oct 30 13:17:13 +0000 2018,49,75,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
421,3005732954,ansfrhnn,Mon Jul 22 06:25:07 +0000 2019,Sun Feb 01 02:30:10 +0000 2015,351,90,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
422,4140446433,Umktori,Mon Jul 22 06:25:06 +0000 2019,Sun Nov 08 08:53:24 +0000 2015,70,291,"RT @KKEmancai: Translation:

Drone
Gong
Stalking
Kujakus
Loudspeakers
UO Grenadiers
Umbrella
Buddha Mask
Crappy Present Spot

What a Cyber-…",en
423,1085147039019749376,opydoc_,Mon Jul 22 06:25:00 +0000 2019,Tue Jan 15 12:09:49 +0000 2019,1086,563,"Dressing good and looking dope even while you are struggling is not a ""fake life""   It is better than having a Benz… https://t.co/tZ5QqDdn6g",en
425,446755970,danishsyafiqqq,Mon Jul 22 06:24:43 +0000 2019,Mon Dec 26 03:51:56 +0000 2011,25,32,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
426,1913353345,suicidalpeeta,Mon Jul 22 06:24:43 +0000 2019,Sat Sep 28 06:22:23 +0000 2013,138,268,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
427,940508325518512128,dalilahxazyan,Mon Jul 22 06:24:42 +0000 2019,Tue Dec 12 09:07:13 +0000 2017,356,457,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
428,2866380288,Gemin1_,Mon Jul 22 06:24:40 +0000 2019,Mon Oct 20 04:45:16 +0000 2014,407,339,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
429,178437948,Buka_Inc,Mon Jul 22 06:24:36 +0000 2019,Sat Aug 14 19:26:55 +0000 2010,463,304,"RT @BrianJDennis: Abuja Big Boy Summary. 

1. White kaftan
2. Business plan
3. Oud perfume
4. Mercedes benz
5. Currently pursuing a contrac…",en
430,440099689,iffatshout,Mon Jul 22 06:24:24 +0000 2019,Sun Dec 18 15:31:10 +0000 2011,833,293,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
431,914031914,8888Hairi,Mon Jul 22 06:24:23 +0000 2019,Tue Oct 30 06:33:56 +0000 2012,230,233,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
432,435844884,yaypul,Mon Jul 22 06:24:05 +0000 2019,Tue Dec 13 14:15:58 +0000 2011,164,167,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
433,1052958070421127168,benz_alvaro,Mon Jul 22 06:23:58 +0000 2019,Thu Oct 18 16:22:21 +0000 2018,70,222,Life is kinda boring https://t.co/H3wxYf9f2s,en
434,865237483084070916,SyJz2,Mon Jul 22 06:23:56 +0000 2019,Thu May 18 16:07:46 +0000 2017,131,418,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
435,55818845,mooniera15,Mon Jul 22 06:23:54 +0000 2019,Sat Jul 11 12:15:34 +0000 2009,591,577,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
436,726583861828677632,qlansr,Mon Jul 22 06:23:52 +0000 2019,Sun May 01 01:27:46 +0000 2016,137,135,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
437,428934603,hazim_kun,Mon Jul 22 06:23:51 +0000 2019,Mon Dec 05 10:45:17 +0000 2011,359,262,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
440,351506663,KingAnJelo,Mon Jul 22 06:23:33 +0000 2019,Tue Aug 09 10:24:03 +0000 2011,11611,9537,"@andersonelson1 @SerieTV46 Its not an ""if you are in Rome thing""😂😂 even m.i and olamide hv their songs on these pla… https://t.co/4zxGnxPKEJ",en
441,1012925225070051330,ftnblt,Mon Jul 22 06:23:31 +0000 2019,Sat Jun 30 05:06:07 +0000 2018,99,936,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
442,980432255259734017,SteveSpeedZA,Mon Jul 22 06:23:22 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: Latest #SteveSpeedZA Blog Updates

Fire Breathing Mercedes-Benz A45 AMG &amp; CLA45 AMG Unveiled
https://t.co/Bfa0qfsbzn

Tra…",en
443,980432255259734017,SteveSpeedZA,Mon Jul 22 06:23:02 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Fire Breathing Mercedes-Benz A45 AMG And CLA 45 AMG Officially Unveiled

https://t.co/Bfa0qfsbz…",en
444,2922298050,wafiqqusyairi_,Mon Jul 22 06:23:00 +0000 2019,Mon Dec 08 05:03:29 +0000 2014,244,274,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
445,980432255259734017,SteveSpeedZA,Mon Jul 22 06:22:59 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Fire Breathing Mercedes-Benz A45 AMG And CLA 45 AMG Officially Unveiled

https://t.co/Bfa0qfsbz…",en
446,980432255259734017,SteveSpeedZA,Mon Jul 22 06:22:56 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Fire Breathing Mercedes-Benz A45 AMG And CLA 45 AMG Officially Unveiled

https://t.co/Bfa0qfsbz…",en
447,980432255259734017,SteveSpeedZA,Mon Jul 22 06:22:53 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: Fire Breathing Mercedes-Benz A45 AMG And CLA 45 AMG Officially Unveiled

https://t.co/Bfa0qfsbz…",en
449,1139045586987036672,citizenzimbo,Mon Jul 22 06:22:41 +0000 2019,Thu Jun 13 05:43:25 +0000 2019,1558,1997,"RT @tinoeRamos: Both of them are Benz ,so please be specific when you pray.

@MercedesBenz https://t.co/wr6XSMFicM",en
451,325965523,HotBoy_Corleone,Mon Jul 22 06:22:34 +0000 2019,Wed Jun 29 04:39:11 +0000 2011,344,346,"Do a drive by in a black Benz and I just broke on a Mexican,white bitch,and her black friend",en
452,1013432370538655744,KevinSa07052659,Mon Jul 22 06:22:28 +0000 2019,Sun Jul 01 14:41:20 +0000 2018,3154,3923,"I ascend to elsehere on the chariot of old Mercedes-Benz
Into the mandala heart of other
Lined with the holy textur… https://t.co/H2zGWGjk0I",en
453,1430602824,geeshasree,Mon Jul 22 06:22:23 +0000 2019,Wed May 15 14:18:46 +0000 2013,160,46,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
454,3164957258,prrincessbri,Mon Jul 22 06:22:20 +0000 2019,Mon Apr 20 06:58:08 +0000 2015,1255,769,@emojuliee my dad would have da benz tracked down in 2 seconds bitch,en
455,795852146,AsyiqinHamizan,Mon Jul 22 06:22:19 +0000 2019,Sat Sep 01 11:07:02 +0000 2012,885,1004,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
456,185899841,davisboiAtl,Mon Jul 22 06:22:18 +0000 2019,Thu Sep 02 02:48:43 +0000 2010,551,546,Lol my aunt just pulled up wit some nigga in a Benz playing Sisqo,en
457,980432255259734017,SteveSpeedZA,Mon Jul 22 06:22:13 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: Latest #SteveSpeedZA Blog Updates

BMW Unveils Stylish 8-Series Gran Coupe https://t.co/4RwJKWZTD4

G-Power Turns The Mer…",en
458,4066209012,fusionbittle99,Mon Jul 22 06:22:10 +0000 2019,Fri Oct 30 07:32:00 +0000 2015,54,131,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
459,2988836442,nazleeeeee,Mon Jul 22 06:22:06 +0000 2019,Sun Jan 18 17:58:21 +0000 2015,485,330,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
460,980432255259734017,SteveSpeedZA,Mon Jul 22 06:22:05 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: G-Power Turns The Mercedes-Benz AMG GT R Into A 789 HP Beast

https://t.co/CmWmSsC26O

Visit: h…",en
461,980432255259734017,SteveSpeedZA,Mon Jul 22 06:22:01 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: G-Power Turns The Mercedes-Benz AMG GT R Into A 789 HP Beast

https://t.co/CmWmSsC26O

@exitspe…",en
462,980432255259734017,SteveSpeedZA,Mon Jul 22 06:21:58 +0000 2019,Sun Apr 01 13:10:39 +0000 2018,5212,206,"RT @SteveSpeedZA: #SteveSpeedZA Blog Alert: G-Power Turns The Mercedes-Benz AMG GT R Into A 789 HP Beast

https://t.co/CmWmSsC26O

Visit: h…",en
464,147316616,Ch_Noreyni,Mon Jul 22 06:21:49 +0000 2019,Sun May 23 20:25:43 +0000 2010,2583,562,"RT @MercedesBenzUK: Enhance your driving experience with the new EQC.

https://t.co/k2mVBcQYFj https://t.co/O0kUoJ1zW5",en
465,1077569568678195205,lineeejr,Mon Jul 22 06:21:48 +0000 2019,Tue Dec 25 14:19:40 +0000 2018,85,300,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
466,1109015750998544385,nisacelan,Mon Jul 22 06:21:45 +0000 2019,Fri Mar 22 08:55:34 +0000 2019,193,179,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
467,267033986,lnanordin,Mon Jul 22 06:21:42 +0000 2019,Wed Mar 16 06:37:17 +0000 2011,747,201,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
468,198445215,overlapKE,Mon Jul 22 06:21:27 +0000 2019,Mon Oct 04 10:04:57 +0000 2010,21225,146,RT @VinieO: Imagine playing Rhumba in a Benz. The audacity? Luo men need to be introduced to good music.  Someone take the wheel.,en
469,905717153248157696,antashakhloe,Mon Jul 22 06:21:21 +0000 2019,Thu Sep 07 08:59:31 +0000 2017,53,77,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
470,339568927,TobySpillsFear,Mon Jul 22 06:21:20 +0000 2019,Thu Jul 21 09:28:44 +0000 2011,1150,627,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
471,3603916759,frhhlyna,Mon Jul 22 06:21:20 +0000 2019,Fri Sep 18 10:04:11 +0000 2015,219,416,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
472,413711820,FaizAsri,Mon Jul 22 06:21:19 +0000 2019,Wed Nov 16 05:17:30 +0000 2011,493,239,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
473,449759859,aqilahzakii,Mon Jul 22 06:21:16 +0000 2019,Thu Dec 29 13:24:34 +0000 2011,841,394,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
474,1377005370,EnergyRadioNYC,Mon Jul 22 06:21:15 +0000 2019,Wed Apr 24 13:13:30 +0000 2013,297,468,"Spragga Benz ft Sean Paul, Agent Sasco &amp; Chi Ching Ching - Differ (Remix) (Clean)",en
475,198445215,overlapKE,Mon Jul 22 06:21:10 +0000 2019,Mon Oct 04 10:04:57 +0000 2010,21225,146,"RT @VinieO: Its like all Luo men who drive a Benz in Kenya must be playing things that sound like this, “ Nadina sxhbkoytgtrywqkphmsdftrym…",en
476,2737045500,tqhue,Mon Jul 22 06:21:09 +0000 2019,Sat Aug 16 11:51:06 +0000 2014,391,716,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
477,952526699748446209,fathyuddin11,Mon Jul 22 06:21:08 +0000 2019,Sun Jan 14 13:03:57 +0000 2018,113,298,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
478,2323743956,tykah_ali,Mon Jul 22 06:21:00 +0000 2019,Sun Feb 02 13:00:04 +0000 2014,355,443,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
479,279550269,RobiKOchieng,Mon Jul 22 06:20:51 +0000 2019,Sat Apr 09 14:05:14 +0000 2011,143,135,"@VinieO That is why it is their benz... Their music their voice...their car,...their choice!",en
480,4694229948,waizhamdani,Mon Jul 22 06:20:51 +0000 2019,Sat Jan 02 06:25:10 +0000 2016,149,143,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
481,1065211762520186880,izzahmira_,Mon Jul 22 06:20:28 +0000 2019,Wed Nov 21 11:54:09 +0000 2018,64,188,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
483,395974849,shfnishgki,Mon Jul 22 06:20:19 +0000 2019,Sat Oct 22 15:10:29 +0000 2011,301,297,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
484,1035646280754753536,NOHA84816112,Mon Jul 22 06:20:17 +0000 2019,Fri Aug 31 21:51:29 +0000 2018,408,173,Ya allah replace all our fake friends with Mercedes Benz .,en
485,326996733,MercedesBenzT,Mon Jul 22 06:20:08 +0000 2019,Thu Jun 30 20:43:30 +0000 2011,56,8,2011 Mercedes-Benz GL-Class GL 450 2011 GL 450 Used 4.7L V8 32V Automatic All Wheel Drive SUV Premium… https://t.co/IIIVCbQ2cW,en
486,326996733,MercedesBenzT,Mon Jul 22 06:20:07 +0000 2019,Thu Jun 30 20:43:30 +0000 2011,56,8,2014 Mercedes-Benz C-Class C 250 Sport 2014 C 250 Sport Used Turbo 1.8L I4 16V Automatic Rear Wheel Drive Sedan Pre… https://t.co/m4wc7Xz4hd,en
487,4324602437,harakd97,Mon Jul 22 06:19:50 +0000 2019,Mon Nov 30 03:11:02 +0000 2015,59,88,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
489,374481117,itsridzwan,Mon Jul 22 06:19:43 +0000 2019,Fri Sep 16 11:47:43 +0000 2011,320,328,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
490,905020856,rsharminz_,Mon Jul 22 06:19:40 +0000 2019,Fri Oct 26 01:06:09 +0000 2012,273,212,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
491,590008557,RealAfif,Mon Jul 22 06:19:38 +0000 2019,Fri May 25 11:52:06 +0000 2012,664,691,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
494,987233670447579136,gr8winner,Mon Jul 22 06:19:22 +0000 2019,Fri Apr 20 07:37:03 +0000 2018,197,97,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
495,2192349367,shaqirahbaharin,Mon Jul 22 06:19:19 +0000 2019,Wed Nov 13 13:53:16 +0000 2013,445,211,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
496,2944842319,dnlnzri,Mon Jul 22 06:19:16 +0000 2019,Sat Dec 27 08:40:57 +0000 2014,195,553,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
497,306823678,_HafizRizal,Mon Jul 22 06:19:16 +0000 2019,Sat May 28 14:20:48 +0000 2011,416,193,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
498,1021693322576838656,EisyaSofea1,Mon Jul 22 06:19:11 +0000 2019,Tue Jul 24 09:47:25 +0000 2018,174,45,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
499,385265316,sukeliii,Mon Jul 22 06:19:09 +0000 2019,Wed Oct 05 05:36:39 +0000 2011,317,99,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
500,1269215640,NasrulZahudin,Mon Jul 22 06:19:06 +0000 2019,Fri Mar 15 08:51:54 +0000 2013,451,593,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
501,1640121084,aaniqzaim,Mon Jul 22 06:18:40 +0000 2019,Fri Aug 02 10:32:36 +0000 2013,600,356,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
502,94016139,AlcaLisa,Mon Jul 22 06:18:32 +0000 2019,Wed Dec 02 04:01:00 +0000 2009,363,253,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
503,75016074,MacOtani,Mon Jul 22 06:18:24 +0000 2019,Thu Sep 17 13:50:34 +0000 2009,36441,2986,@VinieO Not only Benz.... it's all the way down to Apiko. Good music only. 😃,en
505,761497674,babotrbl,Mon Jul 22 06:18:09 +0000 2019,Thu Aug 16 12:53:35 +0000 2012,282,158,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
506,1694696982,NorHayatie_Aty,Mon Jul 22 06:18:05 +0000 2019,Fri Aug 23 20:26:20 +0000 2013,699,625,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
507,1047822605120688128,winner_olabiyi,Mon Jul 22 06:18:04 +0000 2019,Thu Oct 04 12:15:51 +0000 2018,3260,1605,Where the benz come dey now? https://t.co/x2mp6qNsRb,en
508,567798529,azimmdanial,Mon Jul 22 06:18:04 +0000 2019,Tue May 01 03:05:36 +0000 2012,291,211,RT @AhmarDeen: Ya Allah replace all my fake friends with Mercedes Benz. Amin !!! https://t.co/82ENTagR7u,en
